"","cntry","regionde","intewde","regionfr","cedition","cseqno","essround","idno","dweight","pspwght","pweight","tvpol","rdpol","nwsppol","polintr","psppsgv","psppsgva","psppipl","psppipla","polcmpl","contplt","wrkprty","badge","clsprty","prtdgcl","mmbprty","lrscale","trstprl","trstplt","trstprt","trstep","stflife","stfeco","stfgov","stfdem","prtyban","euftf","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","imwbcrm","noimbro","qfimcmt","imptrad","ipstrgv","impsafe","jbscr","optftr","fltanx","nhpftr","lfwrs","uemplwk","acetalv","eduyrs","blue_c","uemp5yr","gndr","agea","vote","vote_rrp","prtvade1","prtvbde1","prtvcde1","prtvdde1","prtvede1","prtvde2","prtvade2","prtvbde2","prtvcde2","prtvdde2","prtvede2","prtvtfr","prtvtafr","prtvtbfr","prtvtcfr","prtclde","prtclade","prtclbde","prtclcde","prtcldde","prtclede","prtclafr","prtclbfr","prtclcfr","prtcldfr","prtclefr","prtmbde","prtmbade","prtmbbde","prtmbcde","prtmbafr","prtmbbfr","prtmbcfr"
"18305","DE",NA,2,NA,1,85180,7,10029341,1.2278082920193,1.32319294790572,2.304125911,3,NA,NA,2,3,NA,4,NA,NA,1,1,0,1,3,NA,7,5,5,5,4,7,5,5,6,NA,8,2,2,6,7,7,4,8,9,4,4,4,NA,5,NA,NA,NA,NA,2,13,1,NA,1,46,1,0,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18306","DE",NA,1,NA,1,85181,7,10029352,0.531346194430172,0.562328173115749,2.304125911,1,NA,NA,3,2,NA,7,NA,NA,0,0,0,0,NA,NA,6,4,2,1,1,8,6,4,3,NA,0,2,3,6,5,5,3,5,8,4,4,4,NA,5,NA,NA,NA,NA,2,18,1,NA,1,40,1,0,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18307","DE",NA,1,NA,1,85182,7,10029391,0.531346194430172,0.298201357891726,2.304125911,2,NA,NA,2,2,NA,2,NA,NA,0,0,0,1,2,NA,2,3,3,3,3,4,3,2,3,NA,5,1,1,6,7,5,3,8,7,2,3,4,NA,5,NA,NA,NA,NA,2,14,0,NA,0,56,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18308","DE",NA,2,NA,1,85183,7,10029401,1.2278082920193,1.14966850705573,2.304125911,2,NA,NA,2,2,NA,2,NA,NA,0,0,0,0,NA,NA,8,3,3,3,5,10,6,7,5,NA,6,3,3,5,5,5,2,50,8,2,5,3,NA,5,NA,NA,NA,NA,2,15,0,NA,0,47,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18309","DE",NA,2,NA,1,85184,7,10029412,1.2278082920193,1.3046070261023,2.304125911,NA,NA,NA,3,3,NA,3,NA,NA,0,0,0,1,3,NA,5,7,4,3,7,8,8,7,8,NA,6,2,2,6,8,7,5,8,5,3,4,4,NA,5,NA,NA,NA,NA,1,15,0,NA,0,46,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18310","DE",NA,1,NA,1,85185,7,10029431,0.531346194430172,0.410141012985696,2.304125911,2,NA,NA,2,5,NA,7,NA,NA,0,0,0,0,NA,NA,4,8,8,7,6,8,9,7,7,NA,8,2,2,8,9,8,5,20,7,1,4,2,NA,5,NA,NA,NA,NA,2,21,0,0,0,27,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18311","DE",NA,1,NA,1,85186,7,10029442,0.531346194430172,0.298201357891726,2.304125911,2,NA,NA,1,8,NA,8,NA,NA,0,1,1,1,2,NA,1,7,5,5,5,9,8,6,8,NA,9,1,1,7,9,9,5,75,9,1,NA,2,NA,5,NA,NA,NA,NA,1,16,0,NA,0,66,1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18312","DE",NA,2,NA,1,85187,7,10029452,1.2278082920193,1.34990640405196,2.304125911,2,NA,NA,3,3,NA,5,NA,NA,0,0,0,0,NA,NA,5,3,5,5,5,10,3,5,6,NA,6,2,3,8,7,5,2,50,9,1,4,5,NA,5,NA,NA,NA,NA,2,11,0,NA,0,49,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18313","DE",NA,2,NA,1,85188,7,10029462,1.2278082920193,1.27614457923618,2.304125911,3,NA,NA,2,7,NA,5,NA,NA,0,0,0,0,NA,NA,8,4,3,1,4,7,7,3,7,NA,5,3,3,2,7,0,0,35,9,4,5,1,NA,5,NA,NA,NA,NA,1,13,0,NA,1,26,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18314","DE",NA,1,NA,1,85189,7,10029501,0.531346194430172,0.565727764074386,2.304125911,2,NA,NA,3,1,NA,1,NA,NA,1,0,0,0,NA,NA,5,5,2,2,5,2,2,2,2,NA,4,3,3,5,2,3,2,30,10,5,5,5,NA,5,NA,NA,NA,NA,1,15,1,1,0,38,1,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18315","DE",NA,2,NA,1,85190,7,10029522,1.2278082920193,1.62934740479056,2.304125911,0,NA,NA,3,8,NA,5,NA,NA,0,0,0,1,2,NA,4,7,3,5,4,8,10,8,7,NA,5,3,2,3,3,8,3,20,10,1,4,2,NA,5,NA,NA,NA,NA,2,10,1,NA,0,16,NA,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18316","DE",NA,2,NA,1,85191,7,10029562,1.2278082920193,0.791987969889587,2.304125911,1,NA,NA,2,4,NA,6,NA,NA,0,0,0,1,2,NA,3,8,5,5,6,9,8,4,8,NA,7,1,1,7,8,5,5,3,4,4,3,4,NA,5,NA,NA,NA,NA,1,18,0,0,1,53,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18317","DE",NA,1,NA,1,85192,7,10029571,0.531346194430172,0.38092520513163,2.304125911,2,NA,NA,2,3,NA,3,NA,NA,0,0,0,0,NA,NA,6,6,1,0,2,8,7,6,2,NA,6,2,3,7,0,1,2,8,10,3,3,1,NA,5,NA,NA,NA,NA,1,18,0,0,1,48,1,0,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18318","DE",NA,2,NA,1,85193,7,10029582,1.2278082920193,1.1426156937761,2.304125911,2,NA,NA,2,4,NA,3,NA,NA,0,0,0,1,2,NA,5,8,4,4,2,5,4,6,8,NA,10,2,2,6,7,7,5,10,5,4,3,3,NA,5,NA,NA,NA,NA,3,13,0,1,0,55,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18319","DE",NA,2,NA,1,85194,7,10029611,1.2278082920193,1.44378038809765,2.304125911,2,NA,NA,3,3,NA,2,NA,NA,0,0,0,1,2,NA,5,5,4,5,6,8,5,6,6,NA,5,3,2,5,4,3,0,40,10,4,5,5,NA,5,NA,NA,NA,NA,2,9,0,1,0,26,1,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18320","DE",NA,2,NA,1,85195,7,10029631,1.2278082920193,1.2717586781235,2.304125911,NA,NA,NA,4,7,NA,0,NA,NA,0,0,0,0,NA,NA,5,5,0,0,0,5,7,3,3,NA,10,2,2,3,4,4,2,NA,8,4,4,4,NA,5,NA,NA,NA,NA,2,9,1,0,1,46,NA,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18321","DE",NA,2,NA,1,85196,7,10029651,1.2278082920193,1.29570916007569,2.304125911,1,NA,NA,3,5,NA,0,NA,NA,0,0,0,0,NA,NA,NA,3,3,3,3,7,5,5,3,NA,5,2,2,5,5,5,5,30,7,2,4,5,NA,5,NA,NA,NA,NA,2,13,1,NA,0,NA,1,0,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18322","DE",NA,2,NA,1,85197,7,10029662,1.2278082920193,0.726156073857571,2.304125911,1,NA,NA,2,5,NA,7,NA,NA,1,1,0,0,NA,NA,6,6,5,3,3,7,7,2,4,NA,4,3,4,3,3,2,0,15,10,3,3,2,NA,5,NA,NA,NA,NA,2,13,1,NA,1,47,1,0,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18323","DE",NA,1,NA,1,85198,7,10029742,0.531346194430172,0.39808538956823,2.304125911,2,NA,NA,2,4,NA,4,NA,NA,1,0,0,0,NA,NA,5,4,4,5,5,7,3,3,2,NA,1,3,3,3,4,3,2,25,10,4,5,5,NA,5,NA,NA,NA,NA,1,20,0,NA,0,37,1,0,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18324","DE",NA,2,NA,1,85199,7,10029762,1.2278082920193,0.284341497106797,2.304125911,NA,NA,NA,3,4,NA,6,NA,NA,0,0,0,1,3,NA,5,8,8,6,7,8,8,7,9,NA,7,2,2,10,8,8,4,40,4,4,4,3,NA,5,NA,NA,NA,NA,2,10,0,NA,0,15,NA,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18325","DE",NA,2,NA,1,85200,7,10029781,1.2278082920193,1.51933014933892,2.304125911,2,NA,NA,1,5,NA,8,NA,NA,0,0,0,1,2,NA,4,6,3,4,5,7,8,6,9,NA,7,2,2,7,9,7,3,2,9,2,1,3,NA,5,NA,NA,NA,NA,2,18,0,0,0,46,1,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18326","DE",NA,1,NA,1,85201,7,10029791,0.531346194430172,0.770892971903894,2.304125911,1,NA,NA,1,4,NA,5,NA,NA,0,0,0,1,1,NA,6,4,3,7,3,8,7,2,5,NA,5,1,1,9,6,6,5,20,2,3,5,4,NA,5,NA,NA,NA,NA,2,10,1,NA,1,18,NA,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18327","DE",NA,1,NA,1,85202,7,10029801,0.531346194430172,0.298201357891726,2.304125911,1,NA,NA,1,5,NA,10,NA,NA,0,0,0,1,1,NA,5,5,0,5,8,10,8,5,9,NA,0,1,3,8,9,5,0,30,10,4,5,5,NA,5,NA,NA,NA,NA,1,15,0,NA,0,71,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18328","DE",NA,2,NA,1,85203,7,10029842,1.2278082920193,1.07184685052623,2.304125911,NA,NA,NA,2,2,NA,2,NA,NA,0,0,0,1,4,NA,5,3,5,1,NA,7,7,8,6,NA,5,2,3,5,7,5,7,NA,10,4,2,3,NA,5,NA,NA,NA,NA,2,12,0,NA,0,58,1,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18329","DE",NA,2,NA,1,85204,7,10029901,1.2278082920193,1.23832080343256,2.304125911,3,NA,NA,2,4,NA,2,NA,NA,0,0,0,1,2,NA,5,3,5,4,5,7,6,8,7,NA,8,1,2,5,8,6,5,30,6,3,4,4,NA,5,NA,NA,NA,NA,2,11,1,NA,0,75,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18330","DE",NA,2,NA,1,85205,7,10029962,1.2278082920193,1.50182531250256,2.304125911,0,NA,NA,3,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,9,NA,NA,2,2,7,7,7,5,17,6,2,3,3,NA,5,NA,NA,NA,NA,1,10,0,NA,1,17,1,0,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18331","DE",NA,2,NA,1,85206,7,10030021,1.2278082920193,2.76664333008828,2.304125911,4,NA,NA,2,0,NA,0,NA,NA,0,0,0,1,2,NA,3,4,2,5,3,10,4,4,3,NA,8,2,2,10,10,5,7,30,8,4,4,5,NA,5,NA,NA,NA,NA,2,8,1,0,0,69,1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18332","DE",NA,2,NA,1,85207,7,10030061,1.2278082920193,1.23832080343256,2.304125911,2,NA,NA,2,5,NA,6,NA,NA,0,0,0,1,2,NA,6,7,6,6,6,9,6,6,7,NA,7,3,2,5,5,3,4,30,8,3,3,3,NA,5,NA,NA,NA,NA,2,13,0,NA,0,65,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18333","DE",NA,2,NA,1,85208,7,10030071,1.2278082920193,1.07184685052623,2.304125911,1,NA,NA,3,2,NA,2,NA,NA,1,0,0,1,3,NA,6,3,2,2,2,3,4,3,3,NA,3,1,1,5,7,6,6,70,4,3,4,3,NA,5,NA,NA,NA,NA,3,13,0,NA,0,62,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18334","DE",NA,2,NA,1,85209,7,10030081,1.2278082920193,0.732925519296853,2.304125911,2,NA,NA,2,3,NA,4,NA,NA,0,0,0,1,2,NA,3,4,4,3,3,8,5,4,8,NA,7,1,1,8,8,7,5,2,4,1,3,4,NA,5,NA,NA,NA,NA,2,20,0,0,0,62,1,0,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18335","DE",NA,2,NA,1,85210,7,10030102,1.2278082920193,1.67685653665414,2.304125911,NA,NA,NA,3,5,NA,6,NA,NA,0,0,0,0,NA,NA,5,8,6,8,10,8,6,7,8,NA,6,2,2,8,5,5,5,30,9,2,4,3,NA,5,NA,NA,NA,NA,2,9,0,1,1,22,1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18336","DE",NA,1,NA,1,85211,7,10030121,0.531346194430172,0.336566913813106,2.304125911,1,NA,NA,2,2,NA,1,NA,NA,0,0,0,1,2,NA,8,0,0,2,0,5,0,0,0,NA,0,4,4,0,0,0,0,20,10,1,5,4,NA,5,NA,NA,NA,NA,2,16,0,NA,1,20,1,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18337","DE",NA,2,NA,1,85212,7,10030151,1.2278082920193,1.38029966658066,2.304125911,1,NA,NA,3,0,NA,5,NA,NA,0,0,0,1,3,NA,3,5,4,3,3,7,5,5,3,NA,4,3,3,4,3,4,3,10,8,4,5,3,NA,5,NA,NA,NA,NA,2,14,0,0,1,76,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18338","DE",NA,2,NA,1,85213,7,10030171,1.2278082920193,1.21549321330092,2.304125911,2,NA,NA,2,7,NA,7,NA,NA,0,0,0,1,2,NA,5,7,5,5,5,7,7,6,8,NA,5,1,1,5,6,6,5,10,4,1,2,3,NA,5,NA,NA,NA,NA,2,9,1,NA,1,55,1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18339","DE",NA,2,NA,1,85214,7,10030301,1.2278082920193,1.42487369309423,2.304125911,2,NA,NA,1,5,NA,8,NA,NA,1,0,0,1,1,NA,2,8,7,6,3,5,7,7,8,NA,8,1,1,7,10,9,5,20,2,3,3,2,NA,5,NA,NA,NA,NA,3,14,0,NA,1,21,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18340","DE",NA,2,NA,1,85215,7,10030312,1.2278082920193,0.709319822166176,2.304125911,1,NA,NA,2,8,NA,7,NA,NA,0,0,0,1,3,NA,3,9,8,8,9,10,9,8,10,NA,7,1,1,8,7,8,5,35,8,4,4,2,NA,5,NA,NA,NA,NA,2,17,0,NA,1,50,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18341","DE",NA,1,NA,1,85216,7,10030331,0.531346194430171,0.599860252787697,2.304125911,NA,NA,NA,3,2,NA,2,NA,NA,0,0,0,0,NA,NA,5,3,2,4,0,9,5,2,5,NA,4,2,2,5,5,4,1,5,10,3,4,4,NA,5,NA,NA,NA,NA,2,20,0,0,1,33,1,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18342","DE",NA,2,NA,1,85217,7,10030352,1.2278082920193,1.23832080343256,2.304125911,1,NA,NA,3,2,NA,7,NA,NA,0,0,0,1,NA,NA,5,8,6,6,8,9,3,2,3,NA,8,1,2,2,7,5,4,20,5,3,4,4,NA,5,NA,NA,NA,NA,1,14,0,NA,0,57,1,0,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18343","DE",NA,2,NA,1,85218,7,10030372,1.2278082920193,0.841704885847109,2.304125911,0,NA,NA,2,6,NA,6,NA,NA,1,0,0,1,2,NA,5,7,6,6,7,8,7,7,7,NA,10,1,1,10,10,10,5,40,9,2,5,1,NA,5,NA,NA,NA,NA,2,17,0,NA,0,51,1,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18344","DE",NA,2,NA,1,85219,7,10030411,1.2278082920193,1.168431414281,2.304125911,1,NA,NA,2,5,NA,6,NA,NA,1,0,0,0,NA,NA,6,6,5,4,3,9,8,7,8,NA,6,2,2,6,7,7,4,NA,7,4,4,4,NA,5,NA,NA,NA,NA,1,13,0,NA,0,35,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18345","DE",NA,1,NA,1,85220,7,10030531,0.531346194430172,0.607554869364722,2.304125911,2,NA,NA,1,2,NA,2,NA,NA,0,0,0,1,2,NA,2,2,0,2,2,7,3,2,2,NA,8,2,3,5,2,2,5,20,10,5,4,3,NA,5,NA,NA,NA,NA,1,13,1,1,1,39,1,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18346","DE",NA,2,NA,1,85221,7,10030541,1.2278082920193,0.832579909207373,2.304125911,4,NA,NA,2,8,NA,10,NA,NA,0,0,0,1,2,NA,2,9,8,6,3,8,6,6,10,NA,8,1,1,9,10,9,4,15,10,3,5,5,NA,5,NA,NA,NA,NA,2,19,0,NA,1,60,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18347","DE",NA,1,NA,1,85222,7,10030592,0.531346194430172,1.36697433874748,2.304125911,3,NA,NA,2,0,NA,0,NA,NA,0,0,0,1,2,NA,5,0,0,0,0,3,4,0,0,NA,5,2,2,5,5,5,5,33,2,0,4,1,NA,5,NA,NA,NA,NA,2,16,0,NA,1,47,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18348","DE",NA,2,NA,1,85223,7,10030691,1.2278082920193,2.47785955027706,2.304125911,2,NA,NA,2,6,NA,5,NA,NA,0,0,0,1,2,NA,4,6,7,7,8,9,8,8,9,NA,7,2,3,8,6,6,5,15,9,3,3,5,NA,5,NA,NA,NA,NA,1,8,0,0,0,76,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18349","DE",NA,1,NA,1,85224,7,10030732,0.531346194430171,0.300972767581245,2.304125911,2,NA,NA,2,4,NA,4,NA,NA,0,0,0,1,1,NA,0,5,3,4,2,8,6,5,4,NA,2,2,3,8,7,6,3,1,8,4,5,5,NA,5,NA,NA,NA,NA,2,19,0,NA,1,84,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18350","DE",NA,1,NA,1,85225,7,10030782,0.531346194430171,0.360307198763731,2.304125911,4,NA,NA,1,4,NA,7,NA,NA,0,0,0,1,2,NA,8,7,6,7,4,9,10,7,8,NA,5,2,3,4,3,3,2,20,9,3,5,4,NA,5,NA,NA,NA,NA,1,15,1,0,1,66,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18351","DE",NA,1,NA,1,85226,7,10030802,0.531346194430172,0.617880014712878,2.304125911,1,NA,NA,3,0,NA,3,NA,NA,0,0,0,1,2,NA,8,0,0,1,0,3,4,0,1,NA,1,3,3,1,0,0,0,50,10,4,2,2,NA,5,NA,NA,NA,NA,1,12,0,1,1,30,1,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18352","DE",NA,1,NA,1,85227,7,10030831,0.531346194430172,0.685326449976573,2.304125911,1,NA,NA,2,5,NA,4,NA,NA,0,0,0,1,2,NA,3,6,5,5,5,7,7,5,6,NA,5,2,2,6,7,5,3,35,9,1,3,4,NA,5,NA,NA,NA,NA,1,14,1,NA,1,34,1,0,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18353","DE",NA,2,NA,1,85228,7,10030902,1.2278082920193,0.819487869600227,2.304125911,1,NA,NA,1,3,NA,0,NA,NA,0,0,0,0,NA,NA,4,5,5,5,4,7,6,5,7,NA,5,2,2,7,6,6,4,20,7,4,3,3,NA,5,NA,NA,NA,NA,3,19,0,NA,1,46,NA,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18354","DE",NA,1,NA,1,85229,7,10030921,0.531346194430171,0.462666349695611,2.304125911,5,NA,NA,1,2,NA,5,NA,NA,0,0,0,1,2,NA,4,5,3,2,8,5,5,7,3,NA,5,3,4,5,5,5,2,30,8,3,5,5,NA,5,NA,NA,NA,NA,2,20,0,NA,0,51,1,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18355","DE",NA,2,NA,1,85230,7,10030932,1.2278082920193,1.38029966658066,2.304125911,1,NA,NA,4,0,NA,0,NA,NA,0,0,0,0,NA,NA,NA,5,3,2,6,5,5,6,6,NA,7,2,2,5,5,6,5,30,10,2,4,4,NA,5,NA,NA,NA,NA,1,12,1,NA,1,66,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
