"","cntry","regionde","intewde","regionfr","cedition","cseqno","essround","idno","dweight","pspwght","pweight","tvpol","rdpol","nwsppol","polintr","psppsgv","psppsgva","psppipl","psppipla","polcmpl","contplt","wrkprty","badge","clsprty","prtdgcl","mmbprty","lrscale","trstprl","trstplt","trstprt","trstep","stflife","stfeco","stfgov","stfdem","prtyban","euftf","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","imwbcrm","noimbro","qfimcmt","imptrad","ipstrgv","impsafe","jbscr","optftr","fltanx","nhpftr","lfwrs","uemplwk","acetalv","eduyrs","blue_c","uemp5yr","gndr","agea","vote","vote_rrp","prtvade1","prtvbde1","prtvcde1","prtvdde1","prtvede1","prtvde2","prtvade2","prtvbde2","prtvcde2","prtvdde2","prtvede2","prtvtfr","prtvtafr","prtvtbfr","prtvtcfr","prtclde","prtclade","prtclbde","prtclcde","prtcldde","prtclede","prtclafr","prtclbfr","prtclcfr","prtcldfr","prtclefr","prtmbde","prtmbade","prtmbbde","prtmbcde","prtmbafr","prtmbbfr","prtmbcfr"
"20947","DE",NA,2,NA,1,87822,8,10001845,1.23700523376465,0.720757484436035,2.499809187,NA,NA,NA,1,NA,4,NA,3,NA,0,0,0,1,1,NA,6,9,6,6,5,10,9,7,8,NA,10,2,2,6,6,5,NA,NA,NA,4,5,4,NA,5,NA,NA,NA,5,NA,13,1,NA,1,62,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20948","DE",NA,2,NA,1,87823,8,10001850,1.23700523376465,1.38710069656372,2.499809187,NA,NA,NA,3,NA,2,NA,3,NA,0,0,0,0,NA,NA,0,10,7,7,8,6,5,7,9,NA,8,2,2,6,5,5,NA,NA,NA,3,4,3,NA,5,NA,NA,NA,9,NA,10,0,NA,1,17,NA,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20949","DE",NA,2,NA,1,87824,8,10001861,1.23700523376465,0.784133195877075,2.499809187,NA,NA,NA,2,NA,2,NA,2,NA,1,0,0,1,2,NA,3,6,4,5,5,10,9,6,6,NA,8,1,1,8,10,10,NA,NA,NA,4,1,3,NA,5,NA,NA,NA,2,NA,23,0,0,0,51,1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20950","DE",NA,2,NA,1,87825,8,10001862,1.23700523376465,1.39480400085449,2.499809187,NA,NA,NA,1,NA,1,NA,1,NA,0,0,0,1,1,NA,2,6,4,6,4,9,4,3,5,NA,3,2,2,7,7,8,NA,NA,NA,3,5,5,NA,5,NA,NA,NA,11,NA,10,1,NA,0,70,1,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20951","DE",NA,2,NA,1,87826,8,10001863,1.23700523376465,3.19082117080688,2.499809187,NA,NA,NA,1,NA,3,NA,2,NA,0,0,0,1,2,NA,NA,7,4,7,8,10,7,7,8,NA,5,1,3,7,8,6,NA,NA,NA,1,0,4,NA,5,NA,NA,NA,2,NA,8,0,NA,0,84,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20952","DE",NA,2,NA,1,87827,8,10001875,1.23700523376465,1.5004563331604,2.499809187,NA,NA,NA,2,NA,1,NA,1,NA,0,0,0,0,NA,NA,3,3,3,3,1,8,5,3,4,NA,5,3,3,5,2,3,NA,NA,NA,1,5,4,NA,5,NA,NA,NA,6,NA,14,0,NA,0,35,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20953","DE",NA,2,NA,1,87828,8,10001881,1.23700523376465,1.21407604217529,2.499809187,NA,NA,NA,3,NA,3,NA,4,NA,0,0,0,0,NA,NA,4,7,6,6,9,7,5,7,7,NA,7,1,1,6,7,5,NA,NA,NA,0,3,1,NA,5,NA,NA,NA,3,NA,16,1,NA,1,25,1,0,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20954","DE",NA,2,NA,1,87829,8,10001893,1.23700523376465,0.779075801372528,2.499809187,NA,NA,NA,3,NA,2,NA,2,NA,0,0,0,0,NA,NA,5,5,5,5,7,8,9,6,8,NA,5,2,2,5,6,5,NA,NA,NA,2,4,3,NA,5,NA,NA,NA,4,NA,13,0,NA,1,54,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20955","DE",NA,2,NA,1,87830,8,10001899,1.23700523376465,0.779075801372528,2.499809187,NA,NA,NA,2,NA,3,NA,3,NA,0,0,0,1,3,NA,2,3,3,3,5,7,6,6,6,NA,8,3,2,4,4,4,NA,NA,NA,1,5,5,NA,5,NA,NA,NA,8,NA,16,0,NA,1,37,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20956","DE",NA,2,NA,1,87831,8,10001900,1.23700523376465,0.779075801372528,2.499809187,NA,NA,NA,3,NA,2,NA,2,NA,0,0,0,0,NA,NA,4,3,0,4,5,7,7,6,8,NA,5,3,3,3,1,2,NA,NA,NA,3,4,5,NA,5,NA,NA,NA,6,NA,16,0,NA,1,36,1,0,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20957","DE",NA,2,NA,1,87832,8,10001901,1.23700523376465,1.39480400085449,2.499809187,NA,NA,NA,3,NA,2,NA,1,NA,0,0,0,0,NA,NA,NA,5,5,5,5,8,8,7,8,NA,NA,3,3,5,5,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,NA,14,0,NA,0,65,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20958","DE",NA,2,NA,1,87833,8,10001907,1.23700523376465,1.36179828643799,2.499809187,NA,NA,NA,3,NA,3,NA,2,NA,1,0,1,0,NA,NA,5,9,7,7,8,8,7,7,8,NA,8,1,1,9,10,10,NA,NA,NA,4,2,3,NA,5,NA,NA,NA,5,NA,10,1,NA,0,16,NA,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20959","DE",NA,2,NA,1,87834,8,10001921,1.23700523376465,3.19082117080688,2.499809187,NA,NA,NA,3,NA,2,NA,1,NA,0,0,0,0,NA,NA,2,3,4,3,7,10,4,0,2,NA,3,2,2,5,3,0,NA,NA,NA,4,4,4,NA,5,NA,NA,NA,7,NA,11,1,1,0,64,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20960","DE",NA,2,NA,1,87835,8,10001922,1.23700523376465,0.720757484436035,2.499809187,NA,NA,NA,2,NA,1,NA,1,NA,0,0,0,1,2,NA,7,10,3,0,3,9,7,3,6,NA,5,3,4,2,3,3,NA,NA,NA,3,5,5,NA,5,NA,NA,NA,3,NA,20,0,NA,1,58,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20961","DE",NA,2,NA,1,87836,8,10001927,1.23700523376465,2.66166639328003,2.499809187,NA,NA,NA,3,NA,1,NA,1,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,9,8,5,5,NA,5,1,1,5,6,5,NA,NA,NA,5,4,3,NA,5,NA,NA,NA,3,NA,10,0,0,1,48,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20962","DE",NA,2,NA,1,87837,8,10001932,1.23700523376465,1.36794686317444,2.499809187,NA,NA,NA,4,NA,1,NA,3,NA,0,0,0,0,NA,NA,NA,3,1,1,NA,7,1,3,4,NA,NA,3,4,0,1,1,NA,NA,NA,1,1,3,NA,5,NA,NA,NA,5,NA,14,0,NA,0,23,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20963","DE",NA,2,NA,1,87838,8,10001934,1.23700523376465,1.27162992954254,2.499809187,NA,NA,NA,2,NA,3,NA,3,NA,0,0,0,1,2,NA,4,7,8,8,8,9,7,7,7,NA,2,2,2,8,8,6,NA,NA,NA,2,4,4,NA,5,NA,NA,NA,2,NA,11,1,NA,1,94,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20964","DE",NA,2,NA,1,87839,8,10001935,1.23700523376465,1.36794686317444,2.499809187,NA,NA,NA,3,NA,2,NA,2,NA,0,0,1,1,1,NA,2,6,5,4,8,7,6,3,8,NA,3,2,2,7,3,5,NA,NA,NA,4,2,0,NA,5,NA,NA,NA,3,NA,13,0,NA,0,28,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20965","DE",NA,2,NA,1,87840,8,10001937,1.23700523376465,1.27162992954254,2.499809187,NA,NA,NA,1,NA,1,NA,1,NA,0,0,0,0,NA,NA,5,4,5,5,5,8,7,6,7,NA,5,2,3,6,6,6,NA,NA,NA,3,4,4,NA,5,NA,NA,NA,3,NA,11,1,NA,1,76,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20966","DE",NA,2,NA,1,87841,8,10001940,1.23700523376465,1.39480400085449,2.499809187,NA,NA,NA,3,NA,2,NA,2,NA,0,0,0,1,2,NA,4,3,5,5,6,8,7,7,7,NA,5,2,1,7,6,5,NA,NA,NA,4,4,4,NA,5,NA,NA,NA,NA,NA,12,0,NA,0,74,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20967","DE",NA,2,NA,1,87842,8,10001941,1.23700523376465,0.779075801372528,2.499809187,NA,NA,NA,1,NA,4,NA,4,NA,0,0,0,1,1,NA,4,8,6,6,7,8,8,6,8,NA,8,1,1,7,8,7,NA,NA,NA,3,4,4,NA,5,NA,NA,NA,2,NA,21,0,NA,1,36,1,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20968","DE",NA,2,NA,1,87843,8,10001943,1.23700523376465,0.779075801372528,2.499809187,NA,NA,NA,1,NA,2,NA,4,NA,0,0,0,1,2,NA,6,9,4,4,6,8,7,4,7,NA,3,2,3,7,8,6,NA,NA,NA,4,3,4,NA,5,NA,NA,NA,3,NA,16,0,NA,1,45,1,0,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20969","DE",NA,2,NA,1,87844,8,10001946,1.23700523376465,1.39480400085449,2.499809187,NA,NA,NA,1,NA,3,NA,3,NA,0,0,0,0,NA,NA,4,9,5,5,5,9,8,5,9,NA,10,1,1,7,8,8,NA,NA,NA,2,2,3,NA,5,NA,NA,NA,NA,NA,21,0,NA,0,56,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20970","DE",NA,2,NA,1,87845,8,10001947,1.23700523376465,1.27162992954254,2.499809187,NA,NA,NA,3,NA,2,NA,2,NA,0,0,0,0,NA,NA,5,5,4,4,2,7,8,6,8,NA,5,3,3,4,2,2,NA,NA,NA,0,2,3,NA,5,NA,NA,NA,2,NA,13,0,NA,1,55,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20971","DE",NA,2,NA,1,87846,8,10001949,1.23700523376465,0.882327795028687,2.499809187,NA,NA,NA,1,NA,3,NA,3,NA,0,0,0,0,NA,NA,3,6,5,5,4,9,8,6,7,NA,6,1,1,7,7,5,NA,NA,NA,1,2,3,NA,5,NA,NA,NA,2,NA,20,0,NA,1,31,1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20972","DE",NA,2,NA,1,87847,8,10001950,1.23700523376465,0.720757484436035,2.499809187,NA,NA,NA,1,NA,2,NA,2,NA,1,1,0,1,1,NA,5,7,5,5,3,10,8,4,6,NA,9,2,3,8,6,8,NA,NA,NA,4,4,5,NA,5,NA,NA,NA,2,NA,13,0,NA,1,59,1,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20973","DE",NA,2,NA,1,87848,8,10001952,1.23700523376465,1.39480400085449,2.499809187,NA,NA,NA,2,NA,3,NA,2,NA,0,0,0,1,2,NA,3,5,5,4,3,9,8,5,8,NA,10,2,2,8,9,8,NA,NA,NA,4,4,4,NA,5,NA,NA,NA,2,NA,11,0,NA,0,65,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20974","DE",NA,2,NA,1,87849,8,10001953,1.23700523376465,0.765209138393402,2.499809187,NA,NA,NA,2,NA,2,NA,2,NA,0,0,0,1,2,NA,4,5,5,6,5,8,4,4,4,NA,3,1,2,6,7,6,NA,NA,NA,3,2,4,NA,5,NA,NA,NA,3,NA,16,0,NA,0,77,NA,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20975","DE",NA,2,NA,1,87850,8,10001955,1.23700523376465,1.39480400085449,2.499809187,NA,NA,NA,4,NA,3,NA,2,NA,0,0,0,1,3,NA,6,5,2,3,3,7,9,7,4,NA,7,2,2,8,2,2,NA,NA,NA,1,4,2,NA,5,NA,NA,NA,2,NA,15,0,0,0,57,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20976","DE",NA,2,NA,1,87851,8,10001958,1.23700523376465,0.976674616336823,2.499809187,NA,NA,NA,3,NA,2,NA,3,NA,0,0,0,1,2,NA,7,9,7,5,7,6,8,7,8,NA,5,2,2,8,8,6,NA,NA,NA,3,3,4,NA,5,NA,NA,NA,2,NA,17,0,NA,0,34,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20977","DE",NA,2,NA,1,87852,8,10001959,1.23700523376465,1.36794686317444,2.499809187,NA,NA,NA,3,NA,4,NA,4,NA,0,0,0,0,NA,NA,5,7,5,5,6,8,7,7,6,NA,2,3,3,4,5,4,NA,NA,NA,3,5,4,NA,5,NA,NA,NA,NA,NA,13,0,NA,0,33,0,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20978","DE",NA,2,NA,1,87853,8,10001962,1.23700523376465,1.5004563331604,2.499809187,NA,NA,NA,3,NA,3,NA,4,NA,0,0,0,0,NA,NA,4,7,5,4,5,9,6,6,8,NA,6,2,2,5,5,5,NA,NA,NA,4,4,2,NA,5,NA,NA,NA,2,NA,16,0,NA,0,51,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20979","DE",NA,2,NA,1,87854,8,10001963,1.23700523376465,0.779075801372528,2.499809187,NA,NA,NA,2,NA,2,NA,3,NA,0,0,0,1,2,NA,3,5,4,4,4,5,6,3,6,NA,6,1,2,7,7,5,NA,NA,NA,2,4,3,NA,5,NA,NA,NA,2,NA,18,0,NA,1,49,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20980","DE",NA,2,NA,1,87855,8,10001967,1.23700523376465,1.21407604217529,2.499809187,NA,NA,NA,1,NA,1,NA,2,NA,0,0,1,0,NA,NA,5,2,2,2,3,9,1,1,1,NA,5,2,2,5,10,5,NA,NA,NA,1,1,1,NA,5,NA,NA,NA,3,NA,13,1,NA,1,23,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20981","DE",NA,2,NA,1,87856,8,10001981,1.23700523376465,1.27162992954254,2.499809187,NA,NA,NA,1,NA,2,NA,3,NA,0,0,0,1,2,NA,7,7,4,4,3,7,8,5,6,NA,8,2,2,8,8,8,NA,NA,NA,3,3,4,NA,5,NA,NA,NA,2,NA,13,0,NA,1,63,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20982","DE",NA,2,NA,1,87857,8,10001983,1.23700523376465,1.5004563331604,2.499809187,NA,NA,NA,3,NA,2,NA,2,NA,0,0,0,NA,NA,NA,NA,3,2,3,0,8,5,4,4,NA,2,2,2,8,7,4,NA,NA,NA,1,3,1,NA,5,NA,NA,NA,9,NA,13,0,0,0,45,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20983","DE",NA,2,NA,1,87858,8,10001984,1.23700523376465,0.784133195877075,2.499809187,NA,NA,NA,3,NA,2,NA,2,NA,0,0,0,0,NA,NA,5,5,5,5,6,7,6,5,6,NA,5,2,2,5,5,5,NA,NA,NA,5,3,3,NA,5,NA,NA,NA,NA,NA,23,0,NA,0,43,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20984","DE",NA,2,NA,1,87859,8,10001986,1.23700523376465,0.784133195877075,2.499809187,NA,NA,NA,2,NA,4,NA,4,NA,0,0,0,1,2,NA,4,8,6,7,8,7,9,6,9,NA,8,1,1,8,10,8,NA,NA,NA,4,3,5,NA,5,NA,NA,NA,3,NA,17,0,NA,0,49,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20985","DE",NA,2,NA,1,87860,8,10002000,1.23700523376465,0.784133195877075,2.499809187,NA,NA,NA,1,NA,3,NA,5,NA,1,0,0,1,2,NA,5,6,4,4,4,9,7,6,6,NA,5,3,3,4,6,5,NA,NA,NA,2,4,4,NA,5,NA,NA,NA,4,NA,16,0,NA,0,46,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20986","DE",NA,2,NA,1,87861,8,10002001,1.23700523376465,0.765209138393402,2.499809187,NA,NA,NA,2,NA,3,NA,2,NA,0,0,0,1,2,NA,3,5,4,4,NA,4,6,5,6,NA,5,1,1,7,8,5,NA,NA,NA,3,3,2,NA,5,NA,NA,NA,6,NA,18,0,NA,0,55,1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20987","DE",NA,2,NA,1,87862,8,10002003,1.23700523376465,0.765209138393402,2.499809187,NA,NA,NA,3,NA,1,NA,1,NA,0,0,0,1,2,NA,5,0,0,0,0,7,7,0,0,NA,0,3,3,1,1,0,NA,NA,NA,1,4,2,NA,5,NA,NA,NA,8,NA,20,0,NA,0,59,1,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20988","DE",NA,2,NA,1,87863,8,10002006,1.23700523376465,0.779075801372528,2.499809187,NA,NA,NA,1,NA,3,NA,3,NA,1,0,0,1,2,NA,3,8,6,5,8,10,9,3,7,NA,9,1,1,9,9,9,NA,NA,NA,2,1,1,NA,5,NA,NA,NA,3,NA,19,0,0,1,47,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20989","DE",NA,2,NA,1,87864,8,10002007,1.23700523376465,0.779075801372528,2.499809187,NA,NA,NA,1,NA,4,NA,4,NA,0,0,0,1,3,NA,6,6,5,3,7,8,8,8,9,NA,6,2,2,NA,8,4,NA,NA,NA,4,5,5,NA,5,NA,NA,NA,4,NA,19,0,NA,1,43,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20990","DE",NA,2,NA,1,87865,8,10002008,1.23700523376465,3.19082117080688,2.499809187,NA,NA,NA,1,NA,2,NA,4,NA,0,0,0,1,2,NA,3,4,3,3,5,5,6,5,6,NA,3,1,2,NA,8,5,NA,NA,NA,1,1,1,NA,5,NA,NA,NA,NA,NA,12,0,NA,0,79,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20991","DE",NA,2,NA,1,87866,8,10002009,1.23700523376465,1.39480400085449,2.499809187,NA,NA,NA,2,NA,2,NA,2,NA,1,0,0,1,1,NA,9,7,7,6,6,10,9,9,9,NA,5,3,3,5,7,7,NA,NA,NA,4,3,4,NA,5,NA,NA,NA,2,NA,13,0,0,0,76,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20992","DE",NA,2,NA,1,87867,8,10002013,1.23700523376465,0.720757484436035,2.499809187,NA,NA,NA,3,NA,2,NA,2,NA,0,0,0,0,NA,NA,5,3,2,2,2,7,7,4,3,NA,NA,2,2,7,8,5,NA,NA,NA,1,3,4,NA,5,NA,NA,NA,5,NA,15,0,0,1,55,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20993","DE",NA,2,NA,1,87868,8,10002014,1.23700523376465,0.779075801372528,2.499809187,NA,NA,NA,1,NA,4,NA,4,NA,0,0,0,1,2,NA,5,9,7,7,7,9,8,6,8,NA,7,1,2,5,9,8,NA,NA,NA,3,2,3,NA,5,NA,NA,NA,4,NA,19,0,NA,1,44,1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20994","DE",NA,2,NA,1,87869,8,10002016,1.23700523376465,1.39480400085449,2.499809187,NA,NA,NA,1,NA,2,NA,2,NA,0,1,0,1,2,NA,8,8,5,3,3,10,8,6,7,NA,3,1,2,3,7,4,NA,NA,NA,4,4,5,NA,5,NA,NA,NA,3,NA,12,0,0,0,73,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20995","DE",NA,2,NA,1,87870,8,10002020,1.23700523376465,0.976674616336823,2.499809187,NA,NA,NA,3,NA,2,NA,3,NA,0,0,0,1,3,NA,5,2,1,5,3,9,5,2,9,NA,9,2,2,6,3,4,NA,NA,NA,4,2,1,NA,5,NA,NA,NA,6,NA,17,0,NA,0,31,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20996","DE",NA,2,NA,1,87871,8,10002021,1.23700523376465,1.36179828643799,2.499809187,NA,NA,NA,2,NA,4,NA,3,NA,0,0,0,1,2,NA,NA,6,8,7,9,8,5,6,8,NA,6,2,1,5,7,5,NA,NA,NA,3,5,3,NA,5,NA,NA,NA,6,NA,11,0,NA,0,17,NA,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20997","DE",NA,2,NA,1,87872,8,10002022,1.23700523376465,1.38710069656372,2.499809187,NA,NA,NA,2,NA,4,NA,NA,NA,0,0,0,1,2,NA,NA,10,10,8,8,10,NA,8,NA,NA,9,2,2,NA,7,NA,NA,NA,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,8,1,1,1,34,NA,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
